4201 2 3048 1 150000
4202 3 3048 1 50000
4203 4 3048 1 5000
4204 0 3049 169 422500
4205 1 3049 12 240000
4206 2 3049 1 150000
4207 3 3049 1 50000
4208 0 3050 137 342500
4209 1 3050 14 280000
4210 2 3050 1 150000
4211 3 3050 1 50000
4212 0 3051 132 330000
4213 1 3051 15 300000
4214 2 3051 1 150000
4215 3 3051 1 50000
4216 4 3051 1 15000
4217 0 3052 107 267500
4218 1 3052 13 260000
4219 2 3052 1 150000
4220 3 3052 1 50000
4221 4 3052 1 67500
4222 0 3053 164 410000
4223 1 3053 13 260000
4224 2 3053 1 150000
4225 3 3053 1 50000
4226 0 3054 170 425000
4227 1 3054 24 480000
4228 2 3054 1 150000
4229 3 3054 1 50000
4230 0 3055 106 265000
4231 1 3055 17 340000
4232 2 3055 1 150000
4233 3 3055 1 50000
4234 4 3055 1 80000
4235 0 3056 159 397500
4236 1 3056 10 200000
4237 2 3056 1 150000
4238 3 3056 1 50000
4239 4 3056 1 17500
4240 0 3057 149 372500
4241 1 3057 14 280000
4242 2 3057 1 150000
4243 3 3057 1 50000
4244 4 3057 1 42500
4245 0 3058 182 455000
4246 1 3058 22 440000
4247 2 3058 1 150000
4248 3 3058 1 50000
4249 0 3059 143 357500
4250 1 3059 25 500000
4251 2 3059 1 150000
4252 3 3059 1 50000
4253 0 3060 116 290000
4254 1 3060 12 240000
4255 2 3060 1 150000
4256 3 3060 1 50000
4257 4 3060 1 45000
4258 0 3061 107 267500
4259 1 3061 21 420000
4260 2 3061 1 150000
4261 3 3061 1 50000
4262 0 3062 118 295000
4263 1 3062 12 240000
4264 2 3062 1 150000
4265 3 3062 1 50000
4266 4 3062 1 60000
4267 0 3063 130 325000
4268 1 3063 20 400000
4269 2 3063 1 150000
4270 3 3063 1 50000
4271 0 3064 153 382500
4272 1 3064 19 380000
4273 2 3064 1 150000
4274 3 3064 1 50000
4275 0 3065 166 415000
4276 1 3065 21 420000
4277 2 3065 1 150000
4278 3 3065 1 50000
4279 0 3066 124 310000
4280 1 3066 11 220000
4281 2 3066 1 150000
4282 3 3066 1 50000
4283 4 3066 1 185000
4284 0 3067 199 497500
4285 1 3067 19 380000
4286 2 3067 1 150000
4287 3 3067 1 50000
4288 0 3068 104 260000
4289 1 3068 14 280000
4290 2 3068 1 150000
4291 3 3068 1 50000
4292 4 3068 1 180000
4293 0 3069 167 417500
4294 1 3069 12 240000
4295 2 3069 1 150000
4296 3 3069 1 50000
4297 4 3069 1 27500
4298 0 3070 168 420000
4299 1 3070 24 480000
4300 2 3070 1 150000
4301 3 3070 1 50000
4302 0 3071 157 392500
4303 1 3071 25 500000
4304 2 3071 1 150000
4305 3 3071 1 50000
4306 0 3072 173 432500
4307 1 3072 19 380000
4308 2 3072 1 150000
4309 3 3072 1 50000
4310 4 3072 1 2500
4311 0 3073 190 475000
4312 1 3073 18 360000
4313 2 3073 1 150000
4314 3 3073 1 50000
4315 0 3074 172 430000
4316 1 3074 17 340000
4317 2 3074 1 150000
4318 3 3074 1 50000
4319 4 3074 1 55000
4320 0 3075 190 475000
4321 1 3075 21 420000
4322 2 3075 1 150000
4323 3 3075 1 50000
4324 0 3076 100 250000
4325 1 3076 11 220000
4326 2 3076 1 150000
4327 3 3076 1 50000
4328 4 3076 1 375000
4329 0 3077 130 325000
4330 1 3077 24 480000
4331 2 3077 1 150000
4332 3 3077 1 50000
4333 0 3078 181 452500
4334 1 3078 12 240000
4335 2 3078 1 150000
4336 3 3078 1 50000
4337 4 3078 1 172500
4338 0 3079 181 452500
4339 1 3079 18 360000
4340 2 3079 1 150000
4341 3 3079 1 50000
4342 0 3080 169 422500
4343 1 3080 11 220000
4344 2 3080 1 150000
4345 3 3080 1 50000
4346 4 3080 1 242500
4347 0 3081 147 367500
4348 1 3081 11 220000
4349 2 3081 1 150000
4350 3 3081 1 50000
4351 4 3081 1 137500
4352 0 3082 152 380000
4353 1 3082 15 300000
4354 2 3082 1 150000
4355 3 3082 1 50000
4356 4 3082 1 235000
4357 0 3083 180 450000
4358 1 3083 16 320000
4359 2 3083 1 150000
4360 3 3083 1 50000
4361 4 3083 1 175000
4362 0 3084 186 465000
4363 1 3084 14 280000
4364 2 3084 1 150000
4365 3 3084 1 50000
4366 0 3085 106 265000
4367 1 3085 17 340000
4368 2 3085 1 150000
4369 3 3085 1 50000
4370 4 3085 1 40000
4371 0 3086 193 482500
4372 1 3086 11 220000
4373 2 3086 1 150000
4374 3 3086 1 50000
4375 0 3087 193 482500
4376 1 3087 17 340000
4377 2 3087 1 150000
4378 3 3087 1 50000
4379 0 3088 182 455000
4380 1 3088 20 400000
4381 2 3088 1 150000
4382 3 3088 1 50000
4383 0 3089 120 300000
4384 1 3089 10 200000
4385 2 3089 1 150000
4386 3 3089 1 50000
4387 4 3089 1 75000
4388 0 3090 161 402500
4389 1 3090 19 380000
4390 2 3090 1 150000
4391 3 3090 1 50000
4392 0 3091 105 262500
4393 1 3091 25 500000
4394 2 3091 1 150000
4395 3 3091 1 50000
4396 0 3092 157 392500
4397 1 3092 17 340000
4398 2 3092 1 150000
4399 3 3092 1 50000
4400 0 3093 104 260000
4401 1 3093 16 320000
4402 2 3093 1 150000
4403 3 3093 1 50000
4404 4 3093 1 15000
4405 0 3094 118 295000
4406 1 3094 10 200000
4407 2 3094 1 150000
4408 3 3094 1 50000
4409 4 3094 1 180000
4410 0 3095 113 282500
4411 1 3095 23 460000
4412 2 3095 1 150000
4413 3 3095 1 50000
4414 0 3096 128 320000
4415 1 3096 18 360000
4416 2 3096 1 150000
4417 3 3096 1 50000
4418 4 3096 1 15000
4419 0 3097 109 272500
4420 1 3097 16 320000
4421 2 3097 1 150000
4422 3 3097 1 50000
4423 4 3097 1 32500
4424 0 3098 148 370000
4425 1 3098 22 440000
4426 2 3098 1 150000
4427 3 3098 1 50000
4428 0 3099 173 432500
4429 1 3099 15 300000
4430 2 3099 1 150000
4431 3 3099 1 50000
4432 0 3100 120 300000
4433 1 3100 20 400000
4434 2 3100 1 150000
4435 3 3100 1 50000
4436 4 3100 1 25000
4437 0 3101 136 340000
4438 1 3101 14 280000
4439 2 3101 1 150000
4440 3 3101 1 50000
4441 4 3101 1 45000
4442 0 3102 104 260000
4443 1 3102 18 360000
4444 2 3102 1 150000
4445 3 3102 1 50000
4446 4 3102 1 125000
4447 0 3103 195 487500
4448 1 3103 19 380000
4449 2 3103 1 150000
4450 3 3103 1 50000
4451 0 3104 184 460000
4452 1 3104 14 280000
4453 2 3104 1 150000
4454 3 3104 1 50000
4455 4 3104 1 25000
4456 0 3105 111 277500
4457 1 3105 13 260000
4458 2 3105 1 150000
4459 3 3105 1 50000
4460 4 3105 1 257500
4461 0 3106 100 250000
4462 1 3106 12 240000
4463 2 3106 1 150000
4464 3 3106 1 50000
4465 4 3106 1 125000
4466 0 3107 188 470000
4467 1 3107 14 280000
4468 2 3107 1 150000
4469 3 3107 1 50000
4470 0 3108 111 277500
4471 1 3108 13 260000
4472 2 3108 1 150000
4473 3 3108 1 50000
4474 4 3108 1 87500
4475 0 3109 137 342500
4476 1 3109 14 280000
4477 2 3109 1 150000
4478 3 3109 1 50000
4479 4 3109 1 92500
4480 0 3110 112 280000
4481 1 3110 22 440000
4482 2 3110 1 150000
4483 3 3110 1 50000
4484 0 3111 132 330000
4485 1 3111 16 320000
4486 2 3111 1 150000
4487 3 3111 1 50000
4488 4 3111 1 85000
4489 0 3112 112 280000
4490 1 3112 23 460000
4491 2 3112 1 150000
4492 3 3112 1 50000
4493 0 3113 183 457500
4494 1 3113 21 420000
4495 2 3113 1 150000
4496 3 3113 1 50000
4497 0 3114 117 292500
4498 1 3114 19 380000
4499 2 3114 1 150000
4500 3 3114 1 50000
4501 4 3114 1 2500
4502 0 3115 116 290000
4503 1 3115 12 240000
4504 2 3115 1 150000
4505 3 3115 1 50000
4506 4 3115 1 245000
4507 0 3116 167 417500
4508 1 3116 16 320000
4509 2 3116 1 150000
4510 3 3116 1 50000
4511 0 3117 123 307500
4512 1 3117 19 380000
4513 2 3117 1 150000
4514 3 3117 1 50000
4515 4 3117 1 107500
4516 0 3118 150 375000
4517 1 3118 14 280000
4518 2 3118 1 150000
4519 3 3118 1 50000
4520 0 3119 116 290000
4521 1 3119 10 200000
4522 2 3119 1 150000
4523 3 3119 1 50000
4524 4 3119 1 135000
4525 0 3120 121 302500
4526 1 3120 25 500000
4527 2 3120 1 150000
4528 3 3120 1 50000
4529 0 3121 190 475000
4530 1 3121 13 260000
4531 2 3121 1 150000
4532 3 3121 1 50000
4533 0 3122 192 480000
4534 1 3122 24 480000
4535 2 3122 1 150000
4536 3 3122 1 50000
4537 0 3123 174 435000
4538 1 3123 20 400000
4539 2 3123 1 150000
4540 3 3123 1 50000
4541 0 3124 127 317500
4542 1 3124 13 260000
4543 2 3124 1 150000
4544 3 3124 1 50000
4545 4 3124 1 37500
4546 0 3125 188 470000
4547 1 3125 17 340000
4548 2 3125 1 150000
4549 3 3125 1 50000
4550 0 3126 150 375000
4551 1 3126 17 340000
4552 2 3126 1 150000
4553 3 3126 1 50000
4554 0 3127 108 270000
4555 1 3127 23 460000
4556 2 3127 1 150000
4557 3 3127 1 50000
4558 0 3128 134 335000
4559 1 3128 18 360000
4560 2 3128 1 150000
4561 3 3128 1 50000
4562 0 3129 109 272500
4563 1 3129 24 480000
4564 2 3129 1 150000
4565 3 3129 1 50000
4566 0 3130 182 455000
4567 1 3130 12 240000
4568 2 3130 1 150000
4569 3 3130 1 50000
4570 0 3131 117 292500
4571 1 3131 22 440000
4572 2 3131 1 150000
4573 3 3131 1 50000
4574 0 3132 165 412500
4575 1 3132 10 200000
4576 2 3132 1 150000
4577 3 3132 1 50000
4578 4 3132 1 42500
4579 0 3133 119 297500
4580 1 3133 19 380000
4581 2 3133 1 150000
4582 3 3133 1 50000
4583 4 3133 1 67500
4584 0 3134 178 445000
4585 1 3134 13 260000
4586 2 3134 1 150000
4587 3 3134 1 50000
4588 0 3135 106 265000
4589 1 3135 25 500000
4590 2 3135 1 150000
4591 3 3135 1 50000
4592 0 3136 108 270000
4593 1 3136 25 500000
4594 2 3136 1 150000
4595 3 3136 1 50000
4596 0 3137 182 455000
4597 1 3137 17 340000
4598 2 3137 1 150000
4599 3 3137 1 50000
4600 0 3138 110 275000
4601 1 3138 11 220000
4602 2 3138 1 150000
4603 3 3138 1 50000
4604 4 3138 1 210000
4605 0 3139 198 495000
4606 1 3139 15 300000
4607 2 3139 1 150000
4608 3 3139 1 50000
4609 4 3139 1 20000
4610 0 3140 176 440000
4611 1 3140 11 220000
4612 2 3140 1 150000
4613 3 3140 1 50000
4614 4 3140 1 55000
4615 0 3141 127 317500
4616 1 3141 10 200000
4617 2 3141 1 150000
4618 3 3141 1 50000
4619 4 3141 1 317500
4620 0 3142 122 305000
4621 1 3142 21 420000
4622 2 3142 1 150000
4623 3 3142 1 50000
4624 4 3142 1 50000
4625 0 3143 151 377500
4626 1 3143 25 500000
4627 2 3143 1 150000
4628 3 3143 1 50000
4629 4 3143 1 17500
4630 0 3144 149 372500
4631 1 3144 14 280000
4632 2 3144 1 150000
4633 3 3144 1 50000
4634 4 3144 1 152500
4635 0 3145 150 375000
4636 1 3145 23 460000
4637 2 3145 1 150000
4638 3 3145 1 50000
4639 4 3145 1 90000
4640 0 3146 193 482500
4641 1 3146 23 460000
4642 2 3146 1 150000
4643 3 3146 1 50000
4644 0 3147 147 367500
4645 1 3147 11 220000
4646 2 3147 1 150000
4647 3 3147 1 50000
4648 4 3147 1 367500
4649 0 3148 169 422500
4650 1 3148 24 480000
4651 2 3148 1 150000
4652 3 3148 1 50000
4653 0 3149 117 292500
4654 1 3149 20 400000
4655 2 3149 1 150000
4656 3 3149 1 50000
4657 4 3149 1 292500
4658 0 3150 151 377500
4659 1 3150 20 400000
4660 2 3150 1 150000
4661 3 3150 1 50000
4662 4 3150 1 117500
4663 0 3151 146 365000
4664 1 3151 11 220000
4665 2 3151 1 150000
4666 3 3151 1 50000
4667 4 3151 1 430000
4668 0 3152 149 372500
4669 1 3152 24 480000
4670 2 3152 1 150000
4671 3 3152 1 50000
4672 4 3152 1 72500
4673 0 3153 131 327500
4674 1 3153 20 400000
4675 2 3153 1 150000
4676 3 3153 1 50000
4677 4 3153 1 317500
4678 0 3154 123 307500
4679 1 3154 21 420000
4680 2 3154 1 150000
4681 3 3154 1 50000
4682 4 3154 1 227500
4683 0 3155 173 432500
4684 1 3155 21 420000
4685 2 3155 1 150000
4686 3 3155 1 50000
4687 4 3155 1 222500
4688 0 3156 181 452500
4689 1 3156 20 400000
4690 2 3156 1 150000
4691 3 3156 1 50000
4692 4 3156 1 132500
4693 0 3157 156 390000
4694 1 3157 14 280000
4695 2 3157 1 150000
4696 3 3157 1 50000
4697 4 3157 1 435000
4698 0 3158 144 360000
4699 1 3158 11 220000
4700 2 3158 1 150000
4701 3 3158 1 50000
4702 4 3158 1 435000
4703 0 3159 120 300000
4704 1 3159 15 300000
4705 2 3159 1 150000
4706 3 3159 1 50000
4707 4 3159 1 535000
4708 0 3160 143 357500
4709 1 3160 17 340000
4710 2 3160 1 150000
4711 3 3160 1 50000
4712 0 3161 180 450000
4713 1 3161 18 360000
4714 2 3161 1 150000
4715 3 3161 1 50000
4716 0 3162 111 277500
4717 1 3162 10 200000
4718 2 3162 1 150000
4719 3 3162 1 50000
4720 4 3162 1 167500
4721 0 3163 182 455000
4722 1 3163 23 460000
4723 2 3163 1 150000
4724 3 3163 1 50000
4725 0 3164 176 440000
4726 1 3164 11 220000
4727 2 3164 1 150000
4728 3 3164 1 50000
4729 4 3164 1 5000
4730 0 3165 131 327500
4731 1 3165 16 320000
4732 2 3165 1 150000
4733 3 3165 1 50000
4734 4 3165 1 107500
4735 0 3166 172 430000
4736 1 3166 20 400000
4737 2 3166 1 150000
4738 3 3166 1 50000
4739 0 3167 181 452500
4740 1 3167 19 380000
4741 2 3167 1 150000
4742 3 3167 1 50000
4743 0 3168 159 397500
4744 1 3168 18 360000
4745 2 3168 1 150000
4746 3 3168 1 50000
4747 0 3169 169 422500
4748 1 3169 18 360000
4749 2 3169 1 150000
4750 3 3169 1 50000
4751 0 3170 123 307500
4752 1 3170 13 260000
4753 2 3170 1 150000
4754 3 3170 1 50000
4755 4 3170 1 17500
4756 0 3171 146 365000
4757 1 3171 19 380000
4758 2 3171 1 150000
4759 3 3171 1 50000
4760 0 3172 134 335000
4761 1 3172 12 240000
4762 2 3172 1 150000
4763 3 3172 1 50000
4764 4 3172 1 20000
4765 0 3173 172 430000
4766 1 3173 10 200000
4767 2 3173 1 150000
4768 3 3173 1 50000
4769 4 3173 1 35000
4770 0 3174 172 430000
4771 1 3174 16 320000
4772 2 3174 1 150000
4773 3 3174 1 50000
4774 0 3175 199 497500
4775 1 3175 21 420000
4776 2 3175 1 150000
4777 3 3175 1 50000
4778 0 3176 127 317500
4779 1 3176 11 220000
4780 2 3176 1 150000
4781 3 3176 1 50000
4782 4 3176 1 87500
4783 0 3177 129 322500
4784 1 3177 16 320000
4785 2 3177 1 150000
4786 3 3177 1 50000
4787 4 3177 1 62500
4788 0 3178 107 267500
4789 1 3178 11 220000
4790 2 3178 1 150000
4791 3 3178 1 50000
4792 4 3178 1 197500
4793 0 3179 133 332500
4794 1 3179 10 200000
4795 2 3179 1 150000
4796 3 3179 1 50000
4797 4 3179 1 282500
4798 0 3180 175 437500
4799 1 3180 16 320000
4800 2 3180 1 150000
4801 3 3180 1 50000
4802 0 3181 140 350000
4803 1 3181 12 240000
4804 2 3181 1 150000
4805 3 3181 1 50000
4806 4 3181 1 275000
4807 0 3182 116 290000
4808 1 3182 12 240000
4809 2 3182 1 150000
4810 3 3182 1 50000
4811 4 3182 1 255000
4812 0 3183 146 365000
4813 1 3183 15 300000
4814 2 3183 1 150000
4815 3 3183 1 50000
4816 4 3183 1 250000
4817 0 3184 187 467500
4818 1 3184 17 340000
4819 2 3184 1 150000
4820 3 3184 1 50000
4821 4 3184 1 17500
4822 0 3185 146 365000
4823 1 3185 17 340000
4824 2 3185 1 150000
4825 3 3185 1 50000
4826 4 3185 1 240000
4827 0 3186 200 500000
4828 1 3186 21 420000
4829 2 3186 1 150000
4830 3 3186 1 50000
4831 0 3187 139 347500
4832 1 3187 10 200000
4833 2 3187 1 150000
4834 3 3187 1 50000
4835 4 3187 1 427500
4836 0 3188 104 260000
4837 1 3188 25 500000
4838 2 3188 1 150000
4839 3 3188 1 50000
4840 4 3188 1 125000
4841 0 3189 194 485000
4842 1 3189 25 500000
4843 2 3189 1 150000
4844 3 3189 1 50000
4845 4 3189 1 20000
4846 0 3190 171 427500
4847 1 3190 21 420000
4848 2 3190 1 150000
4849 3 3190 1 50000
4850 4 3190 1 67500
4851 0 3191 101 252500
4852 1 3191 17 340000
4853 2 3191 1 150000
4854 3 3191 1 50000
4855 4 3191 1 442500
4856 0 3192 151 377500
4857 1 3192 25 500000
4858 2 3192 1 150000
4859 3 3192 1 50000
4860 4 3192 1 67500
4861 0 3193 111 277500
4862 1 3193 11 220000
4863 2 3193 1 150000
4864 3 3193 1 50000
4865 4 3193 1 567500
4866 0 3194 169 422500
4867 1 3194 16 320000
4868 2 3194 1 150000
4869 3 3194 1 50000
4870 4 3194 1 232500
4871 0 3195 130 325000
4872 1 3195 12 240000
4873 2 3195 1 150000
4874 3 3195 1 50000
4875 4 3195 1 530000
4876 0 3196 145 362500
4877 1 3196 23 460000
4878 2 3196 1 150000
4879 3 3196 1 50000
4880 4 3196 1 182500
4881 0 3197 189 472500
4882 1 3197 14 280000
4883 2 3197 1 150000
4884 3 3197 1 50000
4885 4 3197 1 372500
4886 0 3198 124 310000
4887 1 3198 12 240000
4888 2 3198 1 150000
4889 3 3198 1 50000
4890 4 3198 1 605000
4891 0 3199 170 425000
4892 1 3199 15 300000
4893 2 3199 1 150000
4894 3 3199 1 50000
4895 0 3200 103 257500
4896 1 3200 10 200000
4897 2 3200 1 150000
4898 3 3200 1 50000
4899 4 3200 1 207500
4900 0 3201 127 317500
4901 1 3201 14 280000
4902 2 3201 1 150000
4903 3 3201 1 50000
4904 4 3201 1 7500
4905 0 3202 114 285000
4906 1 3202 21 420000
4907 2 3202 1 150000
4908 3 3202 1 50000
4909 0 3203 157 392500
4910 1 3203 19 380000
4911 2 3203 1 150000
4912 3 3203 1 50000
4913 0 3204 116 290000
4914 1 3204 14 280000
4915 2 3204 1 150000
4916 3 3204 1 50000
4917 4 3204 1 105000
4918 0 3205 156 390000
4919 1 3205 15 300000
4920 2 3205 1 150000
4921 3 3205 1 50000
4922 4 3205 1 75000
4923 0 3206 175 437500
4924 1 3206 11 220000
4925 2 3206 1 150000
4926 3 3206 1 50000
4927 4 3206 1 47500
4928 0 3207 134 335000
4929 1 3207 20 400000
4930 2 3207 1 150000
4931 3 3207 1 50000
4932 4 3207 1 60000
4933 0 3208 146 365000
4934 1 3208 17 340000
4935 2 3208 1 150000
4936 3 3208 1 50000
4937 4 3208 1 20000
4938 0 3209 168 420000
4939 1 3209 12 240000
4940 2 3209 1 150000
4941 3 3209 1 50000
4942 4 3209 1 165000
4943 0 3210 130 325000
4944 1 3210 12 240000
4945 2 3210 1 150000
4946 3 3210 1 50000
4947 4 3210 1 190000
4948 0 3211 198 495000
4949 1 3211 15 300000
4950 2 3211 1 150000
4951 3 3211 1 50000
4952 4 3211 1 60000
4953 0 3212 130 325000
4954 1 3212 15 300000
4955 2 3212 1 150000
4956 3 3212 1 50000
4957 4 3212 1 160000
4958 0 3213 184 460000
4959 1 3213 13 260000
4960 2 3213 1 150000
4961 3 3213 1 50000
4962 4 3213 1 165000
4963 0 3214 105 262500
4964 1 3214 16 320000
4965 2 3214 1 150000
4966 3 3214 1 50000
4967 4 3214 1 232500
4968 0 3215 161 402500
4969 1 3215 11 220000
4970 2 3215 1 150000
4971 3 3215 1 50000
4972 4 3215 1 292500
4973 0 3216 145 362500
4974 1 3216 15 300000
4975 2 3216 1 150000
4976 3 3216 1 50000
4977 4 3216 1 182500
4978 0 3217 115 287500
4979 1 3217 17 340000
4980 2 3217 1 150000
4981 3 3217 1 50000
4982 4 3217 1 317500
4983 0 3218 162 405000
4984 1 3218 23 460000
4985 2 3218 1 150000
4986 3 3218 1 50000
4987 4 3218 1 10000
4988 0 3219 185 462500
4989 1 3219 23 460000
4990 2 3219 1 150000
4991 3 3219 1 50000
4992 4 3219 1 52500
4993 0 3220 141 352500
4994 1 3220 21 420000
4995 2 3220 1 150000
4996 3 3220 1 50000
4997 4 3220 1 132500
4998 0 3221 114 285000
4999 1 3221 17 340000
5000 2 3221 1 150000
5001 3 3221 1 50000
5002 4 3221 1 380000
5003 0 3222 110 275000
5004 1 3222 21 420000
5005 2 3222 1 150000
5006 3 3222 1 50000
5007 0 3223 124 310000
5008 1 3223 14 280000
5009 2 3223 1 150000
5010 3 3223 1 50000
5011 4 3223 1 85000
5012 0 3224 194 485000
5013 1 3224 23 460000
5014 2 3224 1 150000
5015 3 3224 1 50000
5016 0 3225 133 332500
5017 1 3225 23 460000
5018 2 3225 1 150000
5019 3 3225 1 50000
5020 0 3226 171 427500
5021 1 3226 19 380000
5022 2 3226 1 150000
5023 3 3226 1 50000
5024 0 3227 141 352500
5025 1 3227 18 360000
5026 2 3227 1 150000
5027 3 3227 1 50000
5028 4 3227 1 2500
5029 0 3228 196 490000
5030 1 3228 10 200000
5031 2 3228 1 150000
5032 3 3228 1 50000
5033 0 3229 102 255000
5034 1 3229 25 500000
5035 2 3229 1 150000
5036 3 3229 1 50000
5037 0 3230 135 337500
5038 1 3230 15 300000
5039 2 3230 1 150000
5040 3 3230 1 50000
5041 4 3230 1 157500
5042 0 3231 200 500000
5043 1 3231 23 460000
5044 2 3231 1 150000
5045 3 3231 1 50000
5046 0 3232 132 330000
5047 1 3232 21 420000
5048 2 3232 1 150000
5049 3 3232 1 50000
5050 4 3232 1 115000
5051 0 3233 139 347500
5052 1 3233 18 360000
5053 2 3233 1 150000
5054 3 3233 1 50000
5055 4 3233 1 287500
5056 0 3234 124 310000
5057 1 3234 20 400000
5058 2 3234 1 150000
5059 3 3234 1 50000
5060 4 3234 1 195000
5061 0 3235 180 450000
5062 1 3235 11 220000
5063 2 3235 1 150000
5064 3 3235 1 50000
5065 4 3235 1 355000
5066 0 3236 150 375000
5067 1 3236 12 240000
5068 2 3236 1 150000
5069 3 3236 1 50000
5070 4 3236 1 230000
5071 0 3237 187 467500
5072 1 3237 23 460000
5073 2 3237 1 150000
5074 3 3237 1 50000
5075 4 3237 1 127500
5076 0 3238 172 430000
